TeamID,SEASON,LeagueID,PLAYER,NICKNAME,PLAYER_SLUG,NUM,POSITION,HEIGHT,WEIGHT,BIRTH_DATE,AGE,EXP,SCHOOL,PLAYER_ID,HOW_ACQUIRED
1610612748,2024,00,Isaiah Stevens,Isaiah,isaiah-stevens,,G,6-0,185,"NOV 01, 2000",24.0,R,Colorado State,1641815,Signed on 07/06/24
1610612748,2024,00,Josh Richardson,Josh,josh-richardson,0,G,6-5,200,"SEP 15, 1993",31.0,9,Tennessee,1626196,Signed on 07/02/23
1610612748,2024,00,Terry Rozier,Terry,terry-rozier,2,G,6-1,190,"MAR 17, 1994",30.0,9,Louisville,1626179,Traded from CHA on 01/23/24
1610612748,2024,00,Nikola Jović,Nikola,nikola-jović,5,F,6-10,205,"JUN 09, 2003",21.0,2,Mega Basket,1631107,#27 Pick in 2022 Draft
1610612748,2024,00,Kel'el Ware,Kel'el,kelel-ware,7,C,7-0,230,"APR 20, 2004",20.0,R,Indiana,1642276,#15 Pick in 2024 Draft
1610612748,2024,00,Josh Christopher,Josh,josh-christopher,8,G,6-4,215,"DEC 08, 2001",23.0,2,Arizona State,1630528,Signed on 07/25/24
1610612748,2024,00,Pelle Larsson,Pelle,pelle-larsson,9,G,6-5,215,"FEB 23, 2001",23.0,R,Arizona,1641796,Draft Rights Traded from HOU on 06/27/24
1610612748,2024,00,Jaime Jaquez Jr.,Jaime,jaime-jaquez-jr,11,G,6-6,225,"FEB 18, 2001",23.0,1,UCLA,1631170,#18 Pick in 2023 Draft
1610612748,2024,00,Dru Smith,Dru,dru-smith,12,G,6-2,203,"DEC 30, 1997",27.0,2,Missouri,1630696,Signed on 07/01/23
1610612748,2024,00,Bam Adebayo,Bam,bam-adebayo,13,C-F,6-9,255,"JUL 18, 1997",27.0,7,Kentucky,1628389,#14 Pick in 2017 Draft
1610612748,2024,00,Tyler Herro,Tyler,tyler-herro,14,G,6-5,195,"JAN 20, 2000",24.0,5,Kentucky,1629639,#13 Pick in 2019 Draft
1610612748,2024,00,Keshad Johnson,Keshad,keshad-johnson,16,F,6-7,225,"JUN 23, 2001",23.0,R,Arizona,1642352,Signed on 07/01/24
1610612748,2024,00,Alec Burks,Alec,alec-burks,18,G,6-5,214,"JUL 20, 1991",33.0,13,Colorado,202692,Signed on 07/04/24
1610612748,2024,00,Jimmy Butler,Jimmy,jimmy-butler,22,F,6-7,230,"SEP 14, 1989",35.0,13,Marquette,202710,Traded from PHI on 07/06/19
1610612748,2024,00,Haywood Highsmith,Haywood,haywood-highsmith,24,F,6-5,220,"DEC 09, 1996",28.0,4,Wheeling Jesuit,1629312,Signed on 12/30/21
1610612748,2024,00,Kevin Love,Kevin,kevin-love,42,F-C,6-8,251,"SEP 07, 1988",36.0,16,UCLA,201567,Signed on 02/20/23
1610612748,2024,00,Duncan Robinson,Duncan,duncan-robinson,55,F,6-7,215,"APR 22, 1994",30.0,6,Michigan,1629130,Signed on 07/10/18
