TeamID,SEASON,LeagueID,PLAYER,NICKNAME,PLAYER_SLUG,NUM,POSITION,HEIGHT,WEIGHT,BIRTH_DATE,AGE,EXP,SCHOOL,PLAYER_ID,HOW_ACQUIRED
1610612741,2024,00,Coby White,Coby,coby-white,0,G,6-5,195,"FEB 16, 2000",24.0,5,North Carolina,1629632,#7 Pick in 2019 Draft
1610612741,2024,00,Lonzo Ball,Lonzo,lonzo-ball,2,G,6-6,190,"OCT 27, 1997",27.0,5,UCLA,1628366,Traded from NOP on 08/08/21
1610612741,2024,00,Josh Giddey,Josh,josh-giddey,3,G,6-8,216,"OCT 10, 2002",22.0,3,NBA Global Academy,1630581,Traded from OKC on 06/21/24
1610612741,2024,00,Jevon Carter,Jevon,jevon-carter,5,G,6-1,200,"SEP 14, 1995",29.0,6,West Virginia,1628975,Signed on 07/10/23
1610612741,2024,00,Jalen Smith,Jalen,jalen-smith,7,F-C,6-9,215,"MAR 16, 2000",24.0,4,Maryland,1630188,Signed on 07/08/24
1610612741,2024,00,Zach LaVine,Zach,zach-lavine,8,G,6-5,200,"MAR 10, 1995",29.0,10,UCLA,203897,Traded from MIN on 06/22/17
1610612741,2024,00,Nikola Vučević,Nikola,nikola-vučević,9,C,6-10,260,"OCT 24, 1990",34.0,13,Southern California,202696,Traded from ORL on 03/25/21
1610612741,2024,00,Ayo Dosunmu,Ayo,ayo-dosunmu,11,G,6-5,200,"JAN 17, 2000",25.0,3,Illinois,1630245,#38 Pick in 2021 Draft
1610612741,2024,00,Torrey Craig,Torrey,torrey-craig,13,F,6-5,221,"DEC 19, 1990",34.0,7,South Carolina Upstate,1628470,Signed on 07/15/23
1610612741,2024,00,Matas Buzelis,Matas,matas-buzelis,14,F,6-10,209,"OCT 13, 2004",20.0,R,NBA G League Ignite,1641824,#11 Pick in 2024 Draft
1610612741,2024,00,Julian Phillips,Julian,julian-phillips,15,F,6-8,198,"NOV 05, 2003",21.0,1,Tennessee,1641763,Draft Rights Traded from WAS on 06/28/23
1610612741,2024,00,Emanuel Miller,Emanuel,emanuel-miller,20,F,6-7,215,"JUN 19, 2000",24.0,R,TCU,1641801,Signed on 12/27/24
1610612741,2024,00,Adama Sanogo,Adama,adama-sanogo,21,F,6-9,245,"FEB 12, 2002",22.0,1,Connecticut,1641766,Signed on 07/10/23
1610612741,2024,00,Talen Horton-Tucker,Talen,talen-horton-tucker,22,G,6-4,234,"NOV 25, 2000",24.0,5,Iowa State,1629659,Signed on 09/04/24
1610612741,2024,00,Dalen Terry,Dalen,dalen-terry,25,F,6-7,195,"JUL 12, 2002",22.0,2,Arizona,1631207,#18 Pick in 2022 Draft
1610612741,2024,00,Chris Duarte,Chris,chris-duarte,27,G,6-5,190,"JUN 13, 1997",27.0,3,Oregon,1630537,Traded from SAC on 07/08/24
1610612741,2024,00,E.J. Liddell,E.J.,ej-liddell,32,F,6-6,240,"DEC 18, 2000",24.0,1,Ohio State,1630604,Signed on 09/06/24
1610612741,2024,00,Patrick Williams,Patrick,patrick-williams,44,F,6-7,215,"AUG 26, 2001",23.0,4,Florida State,1630172,#4 Pick in 2020 Draft
